AlumniID,FirstName,LastName,Email,Gender,Country,City,Department,GraduationYear,EmploymentStatus,Occupation,DonationAmount,EventParticipationCount,Mentorship,Feedback,LastEngagementDate
ALU1079,Abigail,Cook,rodney.wilcox@company.com,Female,United Kingdom,Lake Alejandrostad,Computer Science,2023,Student,Data Analyst,2704.83,9,No,5,4/1/2024
ALU1080,Leslie,Aguilar,scott.wood@outlook.com,Female,United Kingdom,Ryanchester,Nursing,2023,Unemployed,Nurse Practitioner,0,0,No,3,4/1/2024
ALU1081,Dana,Herrera,luis.graham@yahoo.com,Female,Ghana,East Wandaside,Business,2024,Unemployed,HR Coordinator,0,1,Yes,3,7/11/2024
ALU1082,Andrew,Sullivan,jonathan.patel@gmail.com,Female,United Kingdom,West Jonathonberg,Education,2024,Employed,Teacher,260.57,10,No,5,11/13/2024
ALU1083,Michael,Austin,steve.gutierrez@gmail.com,Male,United Kingdom,Adamsview,Business,2022,Employed,Marketing Specialist,0,8,No,1,9/21/2024
ALU1084,Matthew,Mitchell,alec.nielsen@gmail.com,Male,Australia,West Brandonmouth,Education,2022,Employed,Curriculum Developer,0,0,Yes,5,10/3/2025
ALU1085,Stacy,Miller,shaun.porter@gmail.com,Female,Canada,Sheppardside,Computer Science,2023,Self-Employed,Data Analyst,3628.37,10,Yes,4,5/26/2024
ALU1086,Brandi,Avila,john.taylor@company.com,Male,Canada,Port Amandatown,Nursing,2020,Employed,Nurse Practitioner,0,8,No,5,8/7/2025
ALU1087,Samantha,Ellis,gerald.rivera@company.com,Male,United States,Hudsonfort,Engineering,2021,Student,Mechanical Engineer,0,7,No,4,1/19/2025
ALU1088,Jeffrey,Benton,emily.nelson@outlook.com,Male,Ghana,New Robert,Engineering,2024,Unemployed,Civil Engineer,0,8,No,2,11/29/2024
ALU1089,Jennifer,Henry,margaret.stewart@yahoo.com,Male,Canada,Maryview,Computer Science,2021,Student,Software Engineer,0,4,No,1,8/9/2025
ALU1090,Roberto,Powell,ashley.trevino@gmail.com,Male,Ghana,North Williammouth,Arts,2022,Employed,Art Coordinator,0,1,Yes,3,10/1/2024
ALU1091,Aaron,Carr,mary.thornton@gmail.com,Female,United Kingdom,West Shannon,Nursing,2023,Self-Employed,Nurse Practitioner,0,8,Yes,1,9/21/2025
ALU1092,Michelle,Torres,jennifer.rose@gmail.com,Male,Australia,Melissaview,Nursing,2024,Employed,Clinical Assistant,0,10,Yes,1,1/1/2025
ALU1093,Kaitlyn,Anderson,rhonda.graham@company.com,Female,Canada,Phillipland,Nursing,2023,Employed,Clinical Assistant,0,10,Yes,5,11/30/2024
ALU1094,Carlos,Johnson,tracy.morrison@gmail.com,Male,Canada,Jamesland,Arts,2024,Employed,Graphic Designer,0,10,No,1,11/12/2024
ALU1095,Rick,Ford,james.garcia@yahoo.com,Female,Canada,Harrishaven,Nursing,2023,Student,Nurse Practitioner,0,1,No,1,8/4/2025
ALU1096,Ryan,Bullock,jason.brown@gmail.com,Female,Ghana,South Joshua,Business,2020,Employed,HR Coordinator,0,10,No,1,4/5/2024
ALU1097,Jennifer,Smith,erin.rodriguez@gmail.com,Male,Australia,West Timothyton,Education,2023,Unemployed,Curriculum Developer,0,4,Yes,2,4/22/2025
ALU1098,Debra,Montes,kevin.griffin@outlook.com,Male,Ghana,Allisonfort,Arts,2024,Self-Employed,Art Coordinator,0,4,No,5,10/29/2023
ALU1099,Melissa,Phillips,jason.steele@gmail.com,Female,Ghana,New Thomastown,Education,2020,Unemployed,Teacher,3818.1,2,No,2,9/2/2025
ALU1100,Alejandro,Scott,paul.wells@yahoo.com,Male,United Kingdom,New Scott,Computer Science,2021,Unemployed,Data Analyst,2367.26,3,No,5,4/15/2025
ALU1101,Charles,Roth,brittany.dudley@outlook.com,Male,Ghana,Port Michael,Nursing,2024,Student,Nurse Practitioner,0,6,Yes,2,1/31/2025
ALU1102,Lauren,Montgomery,maria.bonilla@yahoo.com,Female,Canada,West Pamela,Business,2025,Unemployed,HR Coordinator,0,3,No,5,10/6/2024
ALU1103,Gina,Werner,alyssa.williams@gmail.com,Male,United States,Davidburgh,Nursing,2021,Self-Employed,Nurse Practitioner,2118.67,0,No,4,9/14/2024
ALU1104,Debbie,Gutierrez,johnny.martinez@gmail.com,Female,Ghana,North Jamie,Arts,2020,Student,Graphic Designer,3933.74,1,No,4,9/20/2025
ALU1105,Shane,Garcia,jocelyn.singh@outlook.com,Female,United Kingdom,West Brandonside,Business,2024,Employed,Business Analyst,0,8,No,4,2/2/2024
ALU1106,Christopher,Martin,danny.carlson@yahoo.com,Male,Ghana,East Stacey,Arts,2021,Unemployed,Graphic Designer,0,7,No,2,8/4/2024
ALU1107,David,Roberts,barbara.mitchell@outlook.com,Female,United Kingdom,Rodriguezmouth,Education,2025,Employed,Academic Advisor,0,8,No,4,10/11/2024
ALU1108,Jennifer,Bright,zachary.moody@yahoo.com,Male,Australia,Lake Michelle,Computer Science,2023,Employed,Software Engineer,2244.33,10,Yes,3,4/13/2024
ALU1109,Jennifer,Patterson,margaret.walsh@outlook.com,Male,United Kingdom,East Jessicabury,Arts,2021,Employed,Art Coordinator,0,0,Yes,5,3/15/2025
ALU1110,David,Jordan,christopher.smith@outlook.com,Male,Canada,South Angela,Arts,2021,Student,Graphic Designer,0,7,No,5,6/10/2024
ALU1111,Kelly,Weber,noah.wyatt@company.com,Male,Canada,Waltersview,Arts,2020,Student,Art Coordinator,4553.2,2,Yes,2,9/30/2024
ALU1112,Donald,Lopez,valerie.jones@company.com,Male,Ghana,North Monicatown,Computer Science,2020,Self-Employed,Software Engineer,0,6,No,2,10/4/2025
ALU1113,Gerald,Irwin,james.gill@outlook.com,Female,Australia,Lake Heidi,Business,2025,Student,Business Analyst,4403.57,4,Yes,4,10/1/2025
ALU1114,Bethany,Bennett,julia.williams@gmail.com,Male,Ghana,South Michaelfurt,Education,2023,Unemployed,Academic Advisor,0,9,No,5,4/24/2024
ALU1115,Angela,Turner,alison.irwin@outlook.com,Male,Canada,East Crystal,Nursing,2022,Unemployed,Nurse Practitioner,2081.04,2,Yes,5,4/20/2025
ALU1116,William,Acosta,larry.phillips@yahoo.com,Female,Ghana,Mosleybury,Education,2024,Student,Curriculum Developer,0,0,Yes,3,10/8/2025
ALU1117,Robert,Lawson,anthony.larsen@outlook.com,Female,United Kingdom,Rebeccaview,Business,2023,Unemployed,HR Coordinator,3310.16,8,No,3,8/13/2025
ALU1118,David,Henderson,carrie.taylor@gmail.com,Female,Canada,West Kimberlyland,Nursing,2022,Self-Employed,Clinical Assistant,0,9,No,5,1/21/2024
ALU1119,Gregory,Williams,robin.johnson@outlook.com,Male,United States,Port Gregorymouth,Business,2021,Student,Business Analyst,0,5,Yes,4,9/1/2024
ALU1120,Kathleen,Wilson,amanda.ramirez@yahoo.com,Female,United States,Meganport,Business,2023,Unemployed,Marketing Specialist,0,7,Yes,4,4/10/2025
ALU1121,John,Hill,nancy.parker@gmail.com,Female,Australia,Santosstad,Computer Science,2020,Student,IT Support Specialist,3375.88,0,Yes,3,4/21/2024
ALU1122,Darren,Christensen,kathryn.bridges@outlook.com,Male,Australia,East Marthafort,Business,2021,Self-Employed,Marketing Specialist,0,2,No,4,6/28/2024
ALU1123,Allison,Simpson,kathleen.fields@yahoo.com,Female,Canada,Port Angela,Education,2021,Student,Curriculum Developer,0,3,No,4,6/19/2024
ALU1124,Ann,Green,tina.butler@company.com,Male,Australia,Deleontown,Engineering,2025,Employed,Mechanical Engineer,2826.13,3,Yes,1,3/1/2025
ALU1125,Laurie,Vasquez,nicolas.larson@outlook.com,Female,Canada,Foxville,Education,2021,Student,Curriculum Developer,0,3,No,3,8/26/2025
ALU1126,Calvin,Brown,alan.williams@outlook.com,Female,Australia,Scotthaven,Education,2023,Self-Employed,Teacher,3442.13,3,Yes,2,2/22/2025
ALU1127,Allison,Montes,maria.stewart@outlook.com,Female,Australia,Alejandrabury,Nursing,2025,Unemployed,Registered Nurse,3408.92,1,No,1,8/30/2025
ALU1128,James,Martinez,jonathan.herman@company.com,Male,Canada,North Sarahberg,Arts,2020,Self-Employed,Multimedia Specialist,4247.57,2,Yes,3,9/16/2024
ALU1129,Kellie,Pittman,ryan.newman@company.com,Female,Canada,Lake Danielview,Nursing,2020,Employed,Registered Nurse,0,7,No,5,7/30/2025
ALU1130,Michelle,Davis,hailey.haas@company.com,Female,Ghana,Lake Michael,Arts,2024,Student,Multimedia Specialist,85.64,9,No,1,1/2/2025
ALU1131,Mark,Hobbs,kevin.floyd@outlook.com,Male,Australia,East Tiffanyside,Education,2021,Employed,Teacher,988.53,5,Yes,1,9/13/2025
ALU1132,Jeffrey,Williams,juan.garcia@yahoo.com,Male,Australia,Lake Michaelborough,Education,2024,Self-Employed,Curriculum Developer,0,1,No,3,5/5/2025
ALU1133,Benjamin,Burns,keith.ray@gmail.com,Male,Ghana,Suzannemouth,Business,2020,Unemployed,Business Analyst,410.28,0,No,4,3/30/2024
ALU1134,Dustin,Cannon,jacob.anderson@company.com,Male,Canada,New Sarahborough,Engineering,2025,Self-Employed,Automation Engineer,0,4,No,4,2/23/2025
ALU1135,Ashley,Greer,kathleen.weaver@company.com,Male,Ghana,Michaelview,Education,2022,Student,Teacher,0,6,No,5,2/18/2025
ALU1136,Steven,Ryan,christian.salazar@gmail.com,Female,United Kingdom,Darrenshire,Business,2024,Student,Business Analyst,0,2,Yes,4,1/22/2025
ALU1137,Kelsey,Anderson,bryan.cook@company.com,Female,Australia,Baileyland,Education,2022,Employed,Curriculum Developer,0,9,No,1,5/29/2025
ALU1138,Nicholas,Thomas,heather.roach@outlook.com,Male,United States,Diazville,Arts,2020,Employed,Art Coordinator,0,4,No,4,8/14/2025
ALU1139,Richard,Prince,jason.baird@yahoo.com,Male,United States,East Connorport,Arts,2020,Student,Art Coordinator,0,9,No,4,3/23/2025
ALU1140,Brett,Taylor,michael.morgan@yahoo.com,Female,United Kingdom,Hayesborough,Arts,2021,Unemployed,Graphic Designer,3713.28,7,Yes,5,12/20/2024
ALU1141,Mike,Henderson,kevin.long@outlook.com,Female,United Kingdom,North Samantha,Education,2024,Employed,Curriculum Developer,3395.33,9,No,4,5/12/2024
ALU1142,Benjamin,Roberts,david.harris@company.com,Female,United Kingdom,Kingfort,Computer Science,2023,Student,IT Support Specialist,0,6,Yes,3,6/7/2024
ALU1143,Scott,Campbell,lauren.green@outlook.com,Male,United States,Devonport,Business,2025,Employed,Marketing Specialist,3529.17,9,Yes,4,10/17/2024
ALU1144,Jessica,Haynes,mary.rice@company.com,Female,Ghana,North Brookeside,Arts,2025,Self-Employed,Multimedia Specialist,4481.72,0,Yes,5,2/8/2024
ALU1145,Tanner,Hunter,daniel.wallace@yahoo.com,Female,Canada,New Grace,Business,2024,Unemployed,Business Analyst,0,6,No,1,4/8/2024
ALU1146,Kathryn,Richardson,andrew.moody@gmail.com,Female,Ghana,Stricklandland,Business,2022,Student,HR Coordinator,2843.41,5,Yes,5,5/3/2025
ALU1147,Margaret,Hawkins,christopher.arias@gmail.com,Male,United Kingdom,Alanchester,Nursing,2024,Student,Nurse Practitioner,4000.87,1,No,2,11/28/2024
ALU1148,Jeffrey,Moss,leah.williams@yahoo.com,Female,United States,Barbarashire,Arts,2024,Employed,Multimedia Specialist,0,1,Yes,5,8/28/2025
ALU1149,Lori,Simon,jerry.yates@gmail.com,Male,Canada,Michaelbury,Business,2023,Employed,Marketing Specialist,0,4,Yes,5,2/16/2025
ALU1150,Lisa,Hess,anthony.jackson@outlook.com,Male,Canada,South Nicole,Engineering,2021,Student,Mechanical Engineer,4090.23,0,No,2,10/9/2025
ALU1151,Walter,Farmer,alexander.patrick@company.com,Male,Canada,Timothyland,Nursing,2024,Student,Nurse Practitioner,0,6,No,4,5/21/2024
ALU1152,Amanda,Johnson,michael.fisher@yahoo.com,Female,Canada,South Brianmouth,Arts,2024,Student,Art Coordinator,2405.9,9,Yes,2,1/31/2024
ALU1153,Cheryl,Carr,cynthia.henderson@company.com,Male,United Kingdom,South Stevenfort,Education,2025,Student,Teacher,0,7,No,3,7/25/2024
ALU1154,Darrell,Williams,luis.bullock@company.com,Female,United Kingdom,Port Linda,Computer Science,2021,Employed,Software Engineer,160.44,8,No,3,12/5/2023
ALU1155,Danielle,Green,bradley.smith@gmail.com,Female,Canada,Port Robin,Education,2025,Self-Employed,Academic Advisor,482.35,9,No,3,8/5/2025
ALU1156,Michelle,Evans,daniel.henry@yahoo.com,Male,Canada,South Jennifershire,Nursing,2021,Student,Registered Nurse,0,0,Yes,5,11/24/2024
ALU1157,Sue,Buchanan,adam.smith@yahoo.com,Female,Ghana,West Markport,Business,2025,Student,Marketing Specialist,0,2,Yes,3,10/10/2025
ALU1158,Kim,Alvarez,michael.lopez@company.com,Male,Australia,Lake Christopher,Engineering,2022,Unemployed,Civil Engineer,0,5,No,5,2/8/2024
ALU1159,Angela,Hudson,joseph.jimenez@gmail.com,Male,Ghana,Brandonchester,Nursing,2020,Student,Clinical Assistant,0,5,No,4,5/26/2024
ALU1160,Shannon,Russell,paul.hanna@gmail.com,Female,Australia,Port Josephbury,Education,2025,Employed,Curriculum Developer,2125.21,8,Yes,1,6/17/2024
ALU1161,Melissa,Bell,erica.snyder@yahoo.com,Male,United Kingdom,North Brendaton,Nursing,2024,Student,Clinical Assistant,3346.13,3,Yes,5,8/17/2025
ALU1162,Charles,Gallagher,amy.brown@company.com,Female,United States,North Melissaview,Business,2024,Student,HR Coordinator,0,0,Yes,2,4/2/2025
ALU1163,Lucas,Archer,casey.valdez@company.com,Female,Ghana,West Kristine,Nursing,2024,Unemployed,Registered Nurse,0,0,Yes,2,9/2/2025
ALU1164,Grant,Camacho,courtney.marshall@gmail.com,Male,United Kingdom,Frankport,Business,2025,Student,Marketing Specialist,0,3,Yes,5,3/28/2025
ALU1165,Erin,Mendez,brenda.ware@company.com,Female,Canada,Thomaston,Computer Science,2020,Unemployed,Software Engineer,0,8,Yes,5,10/26/2025
ALU1166,Catherine,Johnson,lindsay.santiago@yahoo.com,Male,Australia,Jefferyville,Engineering,2024,Employed,Civil Engineer,2825.39,2,Yes,4,9/11/2025
ALU1167,Christina,Monroe,karen.johnson@gmail.com,Male,United States,West Deborah,Business,2022,Student,HR Coordinator,0,1,Yes,4,10/24/2025
ALU1168,Sarah,Perry,jerry.powers@gmail.com,Male,Ghana,Webbhaven,Computer Science,2025,Employed,Data Analyst,0,10,Yes,2,10/13/2025
ALU1169,Kristen,Barnes,joe.hale@gmail.com,Female,Australia,Kleinborough,Engineering,2024,Self-Employed,Mechanical Engineer,2137.52,8,Yes,5,5/9/2024
ALU1170,Peter,Banks,jennifer.stephens@yahoo.com,Female,United Kingdom,New Tammy,Arts,2022,Employed,Multimedia Specialist,2800.11,7,Yes,5,12/8/2023
ALU1171,Robert,West,patricia.gamble@yahoo.com,Female,United Kingdom,Lake Matthewchester,Engineering,2022,Employed,Mechanical Engineer,0,5,Yes,3,12/4/2023
ALU1172,Nancy,Lawson,amy.johnson@gmail.com,Male,United Kingdom,Wendyhaven,Arts,2023,Unemployed,Art Coordinator,0,7,Yes,2,5/5/2025
ALU1173,Susan,Diaz,drew.cook@company.com,Male,Ghana,West Amandafurt,Computer Science,2021,Employed,IT Support Specialist,2384.59,4,No,2,2/27/2025
ALU1174,Sharon,West,linda.ali@company.com,Male,Ghana,Port Christymouth,Engineering,2020,Employed,Mechanical Engineer,0,7,Yes,4,2/22/2025
ALU1175,Tina,Singleton,michael.harding@yahoo.com,Male,Australia,Jessicaville,Arts,2025,Self-Employed,Art Coordinator,3004.87,10,No,2,11/8/2024
ALU1176,Jason,Ellis,melody.alvarez@gmail.com,Male,United States,Combsburgh,Arts,2024,Unemployed,Multimedia Specialist,0,2,No,1,5/17/2025
ALU1177,Tara,Davis,andrea.davis@yahoo.com,Female,United Kingdom,West John,Computer Science,2020,Employed,Data Analyst,2380.49,3,No,3,3/21/2025
ALU1178,Kim,Ramirez,barbara.moore@company.com,Female,Australia,Snyderburgh,Nursing,2022,Self-Employed,Registered Nurse,444.89,10,No,4,5/31/2025
ALU1179,Theresa,Owens,sandra.cox@gmail.com,Male,Canada,Lake Roberthaven,Nursing,2022,Unemployed,Registered Nurse,0,6,Yes,2,4/9/2024
ALU1180,Peter,Thompson,lauren.taylor@company.com,Male,Ghana,West Stacyshire,Nursing,2024,Employed,Clinical Assistant,3477.58,5,No,2,3/22/2025
ALU1181,Michael,Hardy,randy.mooney@gmail.com,Male,Ghana,North Tanyastad,Arts,2020,Student,Graphic Designer,94.92,8,Yes,1,11/14/2023
ALU1182,Brandon,Contreras,laura.benson@yahoo.com,Female,Ghana,Jillmouth,Business,2021,Employed,HR Coordinator,0,3,No,2,5/12/2024
ALU1183,Maria,Martin,jason.macias@company.com,Male,United Kingdom,North Marilyn,Nursing,2024,Unemployed,Registered Nurse,0,10,No,5,5/5/2024
ALU1184,Ryan,Blanchard,ashley.sullivan@company.com,Female,United States,East Stevenborough,Nursing,2021,Unemployed,Clinical Assistant,0,1,Yes,3,1/3/2024
ALU1185,Charles,Warner,maria.cruz@gmail.com,Male,United States,Lake Andrea,Nursing,2025,Employed,Registered Nurse,0,6,No,3,3/31/2024
ALU1186,Ashlee,Johnson,mary.jimenez@company.com,Female,Ghana,Port Keith,Engineering,2024,Student,Mechanical Engineer,0,10,Yes,2,8/10/2024
ALU1187,Patricia,Armstrong,sarah.moses@yahoo.com,Female,United States,North Jason,Business,2020,Employed,Marketing Specialist,0,8,Yes,1,5/1/2024
ALU1188,Earl,Clark,lori.moses@outlook.com,Female,Australia,Daughertytown,Business,2021,Unemployed,HR Coordinator,3200.32,1,No,2,5/12/2024
ALU1189,John,Kane,jenny.allen@gmail.com,Male,Canada,North Tammyville,Engineering,2025,Employed,Mechanical Engineer,0,7,Yes,3,10/23/2024
ALU1190,Shawn,Martinez,anna.phelps@outlook.com,Male,United Kingdom,East Timothyborough,Engineering,2021,Self-Employed,Civil Engineer,4753.59,7,No,3,4/1/2024
ALU1191,Phillip,Craig,mark.brown@outlook.com,Female,Canada,East Bruce,Engineering,2024,Unemployed,Civil Engineer,1470.39,2,No,2,2/26/2024
ALU1192,Bryan,Jackson,cindy.erickson@outlook.com,Male,United Kingdom,Nathanfort,Nursing,2022,Student,Clinical Assistant,0,4,Yes,4,12/25/2024
ALU1193,Jo,Hicks,sabrina.brown@yahoo.com,Female,United States,Moniquebury,Engineering,2020,Self-Employed,Automation Engineer,0,5,Yes,1,1/23/2024
ALU1194,Pam,Wells,gerald.liu@company.com,Male,Ghana,Colemanberg,Nursing,2020,Student,Clinical Assistant,1520.24,10,Yes,1,11/17/2023
ALU1195,Ivan,Watson,tanya.martin@company.com,Male,Canada,Paulhaven,Business,2022,Student,Business Analyst,0,1,Yes,4,10/26/2024
ALU1196,Mario,Bryant,ryan.roberts@company.com,Male,Australia,Lake Tracey,Arts,2025,Student,Multimedia Specialist,0,9,Yes,5,7/17/2024
ALU1197,Cameron,Small,joshua.robertson@outlook.com,Female,Ghana,Isaiahport,Education,2025,Unemployed,Curriculum Developer,0,2,No,4,10/21/2024
ALU1198,Heather,Jimenez,jared.taylor@gmail.com,Male,Ghana,Michelleview,Education,2024,Student,Academic Advisor,0,1,No,3,1/23/2025
ALU1199,Thomas,Johnson,john.patton@company.com,Male,Canada,Acostamouth,Business,2025,Employed,HR Coordinator,0,5,Yes,1,7/23/2024
ALU1200,Heather,Steele,jillian.jimenez@gmail.com,Male,United Kingdom,East Tiffany,Education,2024,Student,Academic Advisor,4482.47,5,Yes,3,9/1/2024
ALU1201,Evan,Wong,stephanie.phillips@outlook.com,Male,United States,South Derrickberg,Arts,2022,Student,Art Coordinator,0,0,No,4,3/5/2024
ALU1202,Adam,Sanchez,christine.thomas@company.com,Female,Ghana,Lake Johnathanport,Engineering,2023,Employed,Automation Engineer,0,8,No,2,3/26/2024
ALU1203,James,Garner,jennifer.hendricks@yahoo.com,Female,United Kingdom,Wendyburgh,Engineering,2025,Student,Mechanical Engineer,3798.6,5,Yes,3,1/9/2024
ALU1204,Joshua,Jackson,brittany.hart@yahoo.com,Male,United States,North James,Business,2024,Employed,Business Analyst,3632.72,7,Yes,5,5/26/2025
ALU1205,Nicole,Johnson,joshua.brewer@company.com,Female,Australia,Duncanview,Education,2022,Employed,Teacher,0,8,No,3,7/22/2024
ALU1206,Steven,Black,jasmine.daniels@outlook.com,Male,Australia,New Emilyburgh,Business,2020,Self-Employed,Marketing Specialist,0,2,Yes,2,9/27/2025
ALU1207,Mary,Williamson,colton.mercer@gmail.com,Female,Australia,South Joseph,Arts,2025,Student,Art Coordinator,39.96,5,No,2,5/11/2025
ALU1208,Gabrielle,Johnson,eric.johnson@gmail.com,Male,United States,East Chadside,Engineering,2023,Self-Employed,Automation Engineer,2104.34,9,Yes,4,6/16/2024
ALU1209,Cheryl,Vazquez,justin.white@yahoo.com,Female,Canada,Tamarafort,Engineering,2023,Employed,Automation Engineer,0,4,Yes,2,11/22/2023
ALU1210,Noah,Cunningham,angela.davis@yahoo.com,Male,Canada,Lake Megan,Nursing,2020,Self-Employed,Nurse Practitioner,0,4,Yes,3,2/16/2024
ALU1211,Vincent,Gilmore,zachary.davis@gmail.com,Female,United Kingdom,Johnside,Nursing,2020,Unemployed,Nurse Practitioner,0,9,No,5,2/19/2024
ALU1212,Judy,Roth,brenda.smith@gmail.com,Female,Ghana,South Davidside,Computer Science,2022,Self-Employed,IT Support Specialist,0,6,Yes,2,10/15/2024
ALU1213,Breanna,Russell,emily.morrison@yahoo.com,Male,Australia,Port Lisahaven,Computer Science,2021,Employed,Software Engineer,0,7,No,5,11/27/2023
ALU1214,David,Miller,anthony.harris@gmail.com,Male,United States,New Davidville,Computer Science,2025,Self-Employed,Software Engineer,0,5,No,4,5/30/2024
ALU1215,Danielle,Thompson,troy.smith@outlook.com,Female,Ghana,Joyceview,Arts,2025,Self-Employed,Art Coordinator,0,9,No,1,11/23/2024
ALU1216,Diane,Rich,hannah.bradley@yahoo.com,Female,United States,West Toddbury,Business,2020,Employed,HR Coordinator,2213.91,5,No,4,4/8/2025
ALU1217,Joy,Dudley,mary.conley@company.com,Male,United States,South Douglasview,Arts,2021,Unemployed,Art Coordinator,0,0,No,4,11/4/2023
ALU1218,Mark,Estrada,mark.williamson@company.com,Female,United States,Port Carlberg,Education,2021,Student,Teacher,0,3,Yes,1,9/8/2024
ALU1219,William,Harper,peter.fisher@gmail.com,Male,Australia,Carterfort,Arts,2024,Student,Art Coordinator,0,6,No,1,7/20/2024
ALU1220,Tina,Bennett,haley.burns@outlook.com,Male,United States,Gonzalezberg,Computer Science,2025,Self-Employed,IT Support Specialist,0,4,Yes,4,8/7/2025
ALU1221,Debbie,Bowman,lori.gregory@company.com,Male,Canada,Lake Don,Nursing,2023,Employed,Registered Nurse,0,1,Yes,3,8/28/2025
ALU1222,Melinda,Atkinson,alex.jackson@company.com,Male,United Kingdom,Carolinetown,Engineering,2020,Employed,Mechanical Engineer,0,3,No,1,9/13/2025
ALU1223,Brian,Anderson,calvin.johnson@outlook.com,Female,Canada,Juarezmouth,Education,2022,Student,Teacher,0,7,No,4,12/6/2023
ALU1224,Alan,Martin,curtis.peterson@yahoo.com,Female,Canada,Elizabethview,Nursing,2021,Unemployed,Registered Nurse,0,5,Yes,4,2/14/2024
ALU1225,Cynthia,Wilson,connie.rivera@yahoo.com,Male,Ghana,East Bridget,Nursing,2022,Student,Nurse Practitioner,0,4,Yes,2,7/26/2024
ALU1226,Laura,Donovan,sherry.yu@yahoo.com,Female,Ghana,Aguirrechester,Engineering,2025,Student,Mechanical Engineer,4960.87,0,No,3,11/20/2024
ALU1227,Sheila,Wright,kim.parker@outlook.com,Female,Canada,East Steven,Engineering,2024,Self-Employed,Civil Engineer,0,8,No,1,7/8/2025
ALU1228,Paul,Miller,jack.hicks@yahoo.com,Male,United States,Jessestad,Education,2020,Employed,Curriculum Developer,0,7,Yes,4,1/6/2024
ALU1229,Ryan,White,gina.anderson@outlook.com,Female,Canada,South Williamstad,Arts,2021,Self-Employed,Graphic Designer,0,9,Yes,3,4/12/2025
ALU1230,Sean,Murray,tiffany.jones@outlook.com,Male,United Kingdom,West Joshuamouth,Business,2021,Self-Employed,HR Coordinator,0,7,No,5,7/17/2025
ALU1231,William,Vincent,craig.morgan@outlook.com,Male,United Kingdom,Murrayberg,Business,2023,Self-Employed,Marketing Specialist,3705.73,0,Yes,3,9/23/2025
ALU1232,Patricia,Nunez,regina.brewer@gmail.com,Female,Canada,Woodardstad,Engineering,2023,Employed,Civil Engineer,0,9,Yes,4,1/29/2025
ALU1233,Abigail,Knight,darryl.burton@yahoo.com,Female,Ghana,Courtneyborough,Engineering,2022,Employed,Mechanical Engineer,2482.05,5,No,5,7/22/2025
ALU1234,Lauren,Tran,maureen.wagner@yahoo.com,Female,United Kingdom,Lake Douglasland,Education,2024,Self-Employed,Curriculum Developer,0,6,No,1,3/30/2025
ALU1235,Alicia,Blake,karen.mcdonald@gmail.com,Female,United Kingdom,Liburgh,Arts,2021,Self-Employed,Graphic Designer,0,5,Yes,4,9/20/2024
ALU1236,Paul,White,chase.johnson@yahoo.com,Female,Ghana,Port Emily,Education,2020,Employed,Academic Advisor,0,4,Yes,4,10/25/2025
ALU1237,Patricia,Martin,elaine.martin@gmail.com,Female,Canada,Port Kimberlybury,Engineering,2025,Unemployed,Automation Engineer,0,1,No,3,2/5/2025
ALU1238,Christopher,Rose,jennifer.miller@yahoo.com,Male,Canada,South Haileyton,Engineering,2023,Employed,Automation Engineer,0,5,Yes,4,2/12/2024
ALU1239,Jocelyn,Chung,deborah.bowen@outlook.com,Female,United Kingdom,Wardside,Nursing,2024,Self-Employed,Clinical Assistant,2803.79,4,Yes,3,1/8/2024
ALU1240,Benjamin,Hill,antonio.nichols@outlook.com,Male,Australia,North John,Education,2022,Unemployed,Curriculum Developer,0,1,Yes,2,5/5/2025
ALU1241,Jason,Yu,julie.pierce@gmail.com,Female,Canada,Knoxfort,Education,2021,Student,Curriculum Developer,0,3,No,4,5/18/2025
ALU1242,Philip,English,robert.garcia@gmail.com,Male,Canada,Lake Bradborough,Education,2022,Self-Employed,Curriculum Developer,0,5,No,5,12/25/2024
ALU1243,Nathan,Ramirez,casey.rojas@outlook.com,Female,Canada,Port Andrewshire,Business,2021,Student,HR Coordinator,0,7,Yes,5,5/3/2024
ALU1244,Regina,Wilson,courtney.palmer@company.com,Male,Canada,Aprilfurt,Business,2024,Self-Employed,Business Analyst,0,0,Yes,3,9/4/2024
ALU1245,Melvin,Rogers,hannah.lee@gmail.com,Female,United Kingdom,Jefferybury,Education,2024,Student,Curriculum Developer,0,0,No,1,12/18/2024
ALU1246,Anthony,Navarro,todd.wallace@yahoo.com,Male,United Kingdom,Jensenborough,Engineering,2021,Unemployed,Automation Engineer,0,1,Yes,5,11/15/2023
ALU1247,Marie,Mckinney,rhonda.nicholson@yahoo.com,Male,United States,Danielston,Computer Science,2024,Unemployed,Software Engineer,393.25,0,No,4,3/2/2024
ALU1248,Cheryl,Nicholson,diana.white@company.com,Male,Canada,New Crystal,Nursing,2023,Self-Employed,Nurse Practitioner,0,4,Yes,5,5/27/2025
ALU1249,Amy,Rodriguez,christopher.brown@outlook.com,Male,Ghana,North Jadeborough,Education,2023,Unemployed,Curriculum Developer,0,3,Yes,3,8/19/2025
ALU1250,Laurie,Moore,jessica.levy@company.com,Female,United States,New James,Engineering,2025,Unemployed,Automation Engineer,3074.02,2,Yes,1,4/26/2024
ALU1251,Megan,Beltran,nancy.bonilla@gmail.com,Female,United Kingdom,Lake Alexander,Computer Science,2021,Self-Employed,IT Support Specialist,1873.59,6,No,1,1/31/2025
